User Query,Intent,Locations,Dates,Recommendation
"User is looking for flight booking in Hyderabad, Bangalore.",flight_booking,"Hyderabad, Bangalore",2024-03-04,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Delhi.",travel_advisory,"Pune, Delhi",2024-02-04,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Hyderabad.",flight_booking,"Kolkata, Hyderabad",2024-02-07,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Jaipur.",travel_advisory,"Mumbai, Jaipur",2024-10-10,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Bangalore.",flight_booking,"Jaipur, Bangalore",2024-11-05,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Bangalore.",car_rental,"Kolkata, Bangalore",2024-10-26,No specific recommendation for this route.
"User is looking for car rental in Delhi, Hyderabad.",car_rental,"Delhi, Hyderabad",2024-05-06,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Mumbai.",flight_booking,"Delhi, Mumbai",2024-07-26,We recommend exploring flights to Jaipur for a change! Explore the Amber Fort and City Palace.
"User is looking for car rental in Delhi, Mumbai.",car_rental,"Delhi, Mumbai",2024-09-06,Rent luxury SUVs in Mumbai or try budget-friendly sedans in Delhi! Don’t miss visiting the Gateway of India and India Gate.
"User is looking for flight booking in Chennai, Mumbai.",flight_booking,"Chennai, Mumbai",2024-01-07,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Mumbai.",hotel_booking,"Kolkata, Mumbai",2024-04-21,No specific recommendation for this route.
"User is looking for car rental in Chennai, Delhi.",car_rental,"Chennai, Delhi",2024-02-23,No specific recommendation for this route.
"User is looking for car rental in Pune, Jaipur.",car_rental,"Pune, Jaipur",2024-08-06,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Kolkata.",travel_advisory,"Chennai, Kolkata",2024-06-24,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Jaipur.",car_rental,"Hyderabad, Jaipur",2024-04-15,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Bangalore.",travel_advisory,"Pune, Bangalore",2024-12-06,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Chennai.",hotel_booking,"Hyderabad, Chennai",2024-05-01,No specific recommendation for this route.
"User is looking for car rental in Delhi, Hyderabad.",car_rental,"Delhi, Hyderabad",2024-07-07,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Hyderabad.",travel_advisory,"Delhi, Hyderabad",2024-07-18,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Delhi.",flight_booking,"Hyderabad, Delhi",2024-02-08,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Jaipur.",travel_advisory,"Jaipur, Jaipur",2024-02-03,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Jaipur.",hotel_booking,"Bangalore, Jaipur",2024-07-14,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Delhi.",travel_advisory,"Mumbai, Delhi",2024-11-22,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Delhi.",flight_booking,"Delhi, Delhi",2024-11-16,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Bangalore.",hotel_booking,"Pune, Bangalore",2024-04-21,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Bangalore.",car_rental,"Hyderabad, Bangalore",2024-06-10,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Bangalore.",travel_advisory,"Delhi, Bangalore",2024-07-21,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Pune.",travel_advisory,"Jaipur, Pune",2024-02-01,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Kolkata.",car_rental,"Bangalore, Kolkata",2024-03-19,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Mumbai.",hotel_booking,"Kolkata, Mumbai",2024-01-10,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Mumbai.",car_rental,"Kolkata, Mumbai",2024-05-24,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Chennai.",hotel_booking,"Kolkata, Chennai",2024-01-10,No specific recommendation for this route.
"User is looking for car rental in Pune, Chennai.",car_rental,"Pune, Chennai",2024-01-22,No specific recommendation for this route.
"User is looking for car rental in Delhi, Kolkata.",car_rental,"Delhi, Kolkata",2024-08-19,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Jaipur.",flight_booking,"Bangalore, Jaipur",2024-09-20,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Kolkata.",flight_booking,"Kolkata, Kolkata",2024-09-12,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Hyderabad.",travel_advisory,"Kolkata, Hyderabad",2024-05-15,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Bangalore.",hotel_booking,"Hyderabad, Bangalore",2024-03-21,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Delhi.",hotel_booking,"Delhi, Delhi",2024-04-10,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Delhi.",hotel_booking,"Hyderabad, Delhi",2024-04-02,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Pune.",flight_booking,"Mumbai, Pune",2024-08-01,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Pune.",hotel_booking,"Kolkata, Pune",2024-09-06,No specific recommendation for this route.
"User is looking for car rental in Delhi, Hyderabad.",car_rental,"Delhi, Hyderabad",2024-07-17,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Kolkata.",hotel_booking,"Bangalore, Kolkata",2024-08-04,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Mumbai.",travel_advisory,"Bangalore, Mumbai",2024-05-08,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Bangalore.",travel_advisory,"Pune, Bangalore",2024-07-16,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Chennai.",hotel_booking,"Chennai, Chennai",2024-09-24,No specific recommendation for this route.
"User is looking for car rental in Delhi, Chennai.",car_rental,"Delhi, Chennai",2024-04-24,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Bangalore.",hotel_booking,"Jaipur, Bangalore",2024-10-23,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Pune.",car_rental,"Bangalore, Pune",2024-04-24,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Mumbai.",travel_advisory,"Hyderabad, Mumbai",2024-07-19,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Jaipur.",travel_advisory,"Kolkata, Jaipur",2024-08-25,No specific recommendation for this route.
"User is looking for car rental in Delhi, Bangalore.",car_rental,"Delhi, Bangalore",2024-02-01,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Kolkata.",flight_booking,"Bangalore, Kolkata",2024-12-11,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Bangalore.",flight_booking,"Delhi, Bangalore",2024-04-06,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Kolkata.",travel_advisory,"Delhi, Kolkata",2024-01-04,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Mumbai.",flight_booking,"Delhi, Mumbai",2024-06-18,We recommend exploring flights to Jaipur for a change! Explore the Amber Fort and City Palace.
"User is looking for car rental in Jaipur, Delhi.",car_rental,"Jaipur, Delhi",2024-02-06,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Chennai.",hotel_booking,"Pune, Chennai",2024-04-23,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Jaipur.",hotel_booking,"Hyderabad, Jaipur",2024-10-13,No specific recommendation for this route.
"User is looking for car rental in Pune, Mumbai.",car_rental,"Pune, Mumbai",2024-11-20,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Kolkata.",hotel_booking,"Delhi, Kolkata",2024-10-06,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Hyderabad.",hotel_booking,"Hyderabad, Hyderabad",2024-02-22,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Kolkata.",travel_advisory,"Chennai, Kolkata",2024-05-24,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Bangalore.",car_rental,"Hyderabad, Bangalore",2024-12-22,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Bangalore.",travel_advisory,"Bangalore, Bangalore",2024-01-13,No specific recommendation for this route.
"User is looking for car rental in Delhi, Kolkata.",car_rental,"Delhi, Kolkata",2024-07-24,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Chennai.",hotel_booking,"Hyderabad, Chennai",2024-01-16,No specific recommendation for this route.
"User is looking for car rental in Pune, Chennai.",car_rental,"Pune, Chennai",2024-01-27,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Jaipur.",flight_booking,"Mumbai, Jaipur",2024-04-06,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Hyderabad.",car_rental,"Mumbai, Hyderabad",2024-11-08,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Mumbai.",hotel_booking,"Hyderabad, Mumbai",2024-04-02,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Mumbai.",hotel_booking,"Bangalore, Mumbai",2024-09-18,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Hyderabad.",hotel_booking,"Chennai, Hyderabad",2024-07-27,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Hyderabad.",flight_booking,"Jaipur, Hyderabad",2024-09-05,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Kolkata.",travel_advisory,"Chennai, Kolkata",2024-11-25,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Mumbai.",travel_advisory,"Mumbai, Mumbai",2024-04-08,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Chennai.",travel_advisory,"Jaipur, Chennai",2024-11-15,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Mumbai.",flight_booking,"Chennai, Mumbai",2024-04-25,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Chennai.",travel_advisory,"Hyderabad, Chennai",2024-12-27,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Pune.",travel_advisory,"Jaipur, Pune",2024-12-23,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Bangalore.",flight_booking,"Mumbai, Bangalore",2024-08-19,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Chennai.",hotel_booking,"Pune, Chennai",2024-10-21,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Mumbai.",hotel_booking,"Kolkata, Mumbai",2024-10-25,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Mumbai.",hotel_booking,"Hyderabad, Mumbai",2024-05-13,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Bangalore.",travel_advisory,"Hyderabad, Bangalore",2024-10-08,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Hyderabad.",travel_advisory,"Delhi, Hyderabad",2024-05-02,No specific recommendation for this route.
"User is looking for car rental in Chennai, Chennai.",car_rental,"Chennai, Chennai",2024-03-06,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Hyderabad.",hotel_booking,"Jaipur, Hyderabad",2024-01-22,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Jaipur.",hotel_booking,"Pune, Jaipur",2024-04-04,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Hyderabad.",car_rental,"Hyderabad, Hyderabad",2024-12-06,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Kolkata.",flight_booking,"Kolkata, Kolkata",2024-11-24,No specific recommendation for this route.
"User is looking for car rental in Delhi, Hyderabad.",car_rental,"Delhi, Hyderabad",2024-11-11,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Bangalore.",travel_advisory,"Chennai, Bangalore",2024-07-28,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Jaipur.",travel_advisory,"Kolkata, Jaipur",2024-05-23,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Mumbai.",car_rental,"Bangalore, Mumbai",2024-11-18,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Chennai.",hotel_booking,"Jaipur, Chennai",2024-05-01,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Chennai.",flight_booking,"Mumbai, Chennai",2024-08-06,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Kolkata.",flight_booking,"Hyderabad, Kolkata",2024-08-21,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Chennai.",hotel_booking,"Bangalore, Chennai",2024-08-04,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Bangalore.",hotel_booking,"Bangalore, Bangalore",2024-10-22,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Hyderabad.",travel_advisory,"Chennai, Hyderabad",2024-02-12,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Delhi.",car_rental,"Hyderabad, Delhi",2024-06-19,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Mumbai.",travel_advisory,"Delhi, Mumbai",2024-06-26,Weather advisories suggest carrying umbrellas for monsoons in Delhi and Mumbai. Enjoy a cultural tour of Delhi or the Bollywood vibe of Mumbai.
"User is looking for travel advisory in Bangalore, Mumbai.",travel_advisory,"Bangalore, Mumbai",2024-06-21,No specific recommendation for this route.
"User is looking for car rental in Pune, Jaipur.",car_rental,"Pune, Jaipur",2024-06-05,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Hyderabad.",hotel_booking,"Pune, Hyderabad",2024-05-27,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Delhi.",flight_booking,"Chennai, Delhi",2024-01-25,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Chennai.",travel_advisory,"Bangalore, Chennai",2024-01-13,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Bangalore.",hotel_booking,"Pune, Bangalore",2024-06-01,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Kolkata.",car_rental,"Hyderabad, Kolkata",2024-05-19,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Hyderabad.",flight_booking,"Hyderabad, Hyderabad",2024-10-23,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Bangalore.",hotel_booking,"Kolkata, Bangalore",2024-02-13,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Jaipur.",hotel_booking,"Delhi, Jaipur",2024-07-07,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Hyderabad.",travel_advisory,"Delhi, Hyderabad",2024-03-02,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Chennai.",flight_booking,"Delhi, Chennai",2024-10-15,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Bangalore.",hotel_booking,"Bangalore, Bangalore",2024-10-12,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Kolkata.",flight_booking,"Delhi, Kolkata",2024-05-09,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Hyderabad.",travel_advisory,"Kolkata, Hyderabad",2024-07-20,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Chennai.",car_rental,"Bangalore, Chennai",2024-08-12,No specific recommendation for this route.
"User is looking for car rental in Delhi, Bangalore.",car_rental,"Delhi, Bangalore",2024-08-28,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Bangalore.",hotel_booking,"Hyderabad, Bangalore",2024-06-14,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Chennai.",travel_advisory,"Pune, Chennai",2024-08-05,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Kolkata.",flight_booking,"Bangalore, Kolkata",2024-04-15,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Kolkata.",car_rental,"Jaipur, Kolkata",2024-12-03,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Chennai.",flight_booking,"Kolkata, Chennai",2024-12-09,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Pune.",hotel_booking,"Jaipur, Pune",2024-03-03,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Chennai.",hotel_booking,"Pune, Chennai",2024-01-03,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Delhi.",flight_booking,"Chennai, Delhi",2024-06-15,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Delhi.",car_rental,"Bangalore, Delhi",2024-09-01,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Chennai.",car_rental,"Kolkata, Chennai",2024-09-22,No specific recommendation for this route.
"User is looking for flight booking in Pune, Chennai.",flight_booking,"Pune, Chennai",2024-02-01,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Bangalore.",car_rental,"Bangalore, Bangalore",2024-01-19,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Mumbai.",hotel_booking,"Kolkata, Mumbai",2024-03-23,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Kolkata.",flight_booking,"Mumbai, Kolkata",2024-10-11,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Chennai.",travel_advisory,"Hyderabad, Chennai",2024-07-06,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Mumbai.",hotel_booking,"Kolkata, Mumbai",2024-12-15,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Delhi.",travel_advisory,"Delhi, Delhi",2024-04-15,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Bangalore.",travel_advisory,"Delhi, Bangalore",2024-03-01,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Hyderabad.",travel_advisory,"Hyderabad, Hyderabad",2024-04-20,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Bangalore.",car_rental,"Mumbai, Bangalore",2024-02-18,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Mumbai.",car_rental,"Kolkata, Mumbai",2024-09-10,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Mumbai.",travel_advisory,"Kolkata, Mumbai",2024-02-23,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Chennai.",hotel_booking,"Mumbai, Chennai",2024-01-20,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Kolkata.",flight_booking,"Bangalore, Kolkata",2024-07-10,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Chennai.",flight_booking,"Delhi, Chennai",2024-12-03,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Hyderabad.",flight_booking,"Bangalore, Hyderabad",2024-03-22,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Kolkata.",car_rental,"Hyderabad, Kolkata",2024-08-12,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Delhi.",hotel_booking,"Jaipur, Delhi",2024-11-16,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Pune.",hotel_booking,"Jaipur, Pune",2024-12-20,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Hyderabad.",travel_advisory,"Delhi, Hyderabad",2024-06-15,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Bangalore.",hotel_booking,"Chennai, Bangalore",2024-02-16,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Kolkata.",travel_advisory,"Mumbai, Kolkata",2024-03-21,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Pune.",hotel_booking,"Jaipur, Pune",2024-07-08,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Chennai.",flight_booking,"Mumbai, Chennai",2024-11-22,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Chennai.",flight_booking,"Hyderabad, Chennai",2024-10-15,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Bangalore.",travel_advisory,"Jaipur, Bangalore",2024-07-25,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Hyderabad.",travel_advisory,"Mumbai, Hyderabad",2024-01-22,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Kolkata.",hotel_booking,"Mumbai, Kolkata",2024-10-13,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Pune.",flight_booking,"Chennai, Pune",2024-04-22,No specific recommendation for this route.
"User is looking for car rental in Pune, Bangalore.",car_rental,"Pune, Bangalore",2024-07-23,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Bangalore.",hotel_booking,"Pune, Bangalore",2024-08-23,No specific recommendation for this route.
"User is looking for car rental in Delhi, Delhi.",car_rental,"Delhi, Delhi",2024-08-07,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Kolkata.",hotel_booking,"Pune, Kolkata",2024-04-13,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Jaipur.",car_rental,"Jaipur, Jaipur",2024-10-05,No specific recommendation for this route.
"User is looking for car rental in Pune, Jaipur.",car_rental,"Pune, Jaipur",2024-07-20,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Delhi.",car_rental,"Kolkata, Delhi",2024-10-17,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Jaipur.",travel_advisory,"Hyderabad, Jaipur",2024-07-01,No specific recommendation for this route.
"User is looking for car rental in Pune, Delhi.",car_rental,"Pune, Delhi",2024-06-05,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Hyderabad.",flight_booking,"Chennai, Hyderabad",2024-10-23,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Chennai.",travel_advisory,"Hyderabad, Chennai",2024-06-27,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Mumbai.",hotel_booking,"Kolkata, Mumbai",2024-08-09,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Hyderabad.",hotel_booking,"Hyderabad, Hyderabad",2024-08-05,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Hyderabad.",travel_advisory,"Hyderabad, Hyderabad",2024-06-14,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Pune.",car_rental,"Jaipur, Pune",2024-12-22,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Chennai.",car_rental,"Kolkata, Chennai",2024-07-26,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Kolkata.",travel_advisory,"Kolkata, Kolkata",2024-05-05,No specific recommendation for this route.
"User is looking for car rental in Pune, Delhi.",car_rental,"Pune, Delhi",2024-06-15,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Hyderabad.",hotel_booking,"Bangalore, Hyderabad",2024-09-27,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Kolkata.",flight_booking,"Kolkata, Kolkata",2024-01-19,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Pune.",travel_advisory,"Jaipur, Pune",2024-09-07,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Bangalore.",travel_advisory,"Kolkata, Bangalore",2024-01-11,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Kolkata.",car_rental,"Bangalore, Kolkata",2024-10-26,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Mumbai.",flight_booking,"Bangalore, Mumbai",2024-04-15,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Kolkata.",flight_booking,"Mumbai, Kolkata",2024-02-17,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Jaipur.",travel_advisory,"Pune, Jaipur",2024-12-23,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Hyderabad.",travel_advisory,"Bangalore, Hyderabad",2024-12-18,No specific recommendation for this route.
"User is looking for car rental in Pune, Kolkata.",car_rental,"Pune, Kolkata",2024-01-24,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Mumbai.",travel_advisory,"Pune, Mumbai",2024-09-05,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Mumbai.",car_rental,"Jaipur, Mumbai",2024-09-24,No specific recommendation for this route.
"User is looking for car rental in Pune, Chennai.",car_rental,"Pune, Chennai",2024-12-01,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Jaipur.",car_rental,"Bangalore, Jaipur",2024-09-08,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Hyderabad.",travel_advisory,"Delhi, Hyderabad",2024-07-01,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Bangalore.",flight_booking,"Jaipur, Bangalore",2024-03-17,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Pune.",travel_advisory,"Bangalore, Pune",2024-05-04,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Pune.",travel_advisory,"Jaipur, Pune",2024-02-15,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Delhi.",flight_booking,"Jaipur, Delhi",2024-12-11,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Mumbai.",flight_booking,"Hyderabad, Mumbai",2024-08-05,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Delhi.",car_rental,"Bangalore, Delhi",2024-05-04,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Chennai.",hotel_booking,"Kolkata, Chennai",2024-07-10,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Mumbai.",travel_advisory,"Delhi, Mumbai",2024-04-10,Weather advisories suggest carrying umbrellas for monsoons in Delhi and Mumbai. Enjoy a cultural tour of Delhi or the Bollywood vibe of Mumbai.
"User is looking for car rental in Pune, Jaipur.",car_rental,"Pune, Jaipur",2024-10-08,No specific recommendation for this route.
"User is looking for car rental in Chennai, Chennai.",car_rental,"Chennai, Chennai",2024-06-14,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Delhi.",car_rental,"Mumbai, Delhi",2024-07-01,No specific recommendation for this route.
"User is looking for car rental in Chennai, Kolkata.",car_rental,"Chennai, Kolkata",2024-03-03,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Chennai.",travel_advisory,"Pune, Chennai",2024-02-20,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Chennai.",flight_booking,"Delhi, Chennai",2024-04-28,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Bangalore.",hotel_booking,"Bangalore, Bangalore",2024-04-03,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Pune.",travel_advisory,"Delhi, Pune",2024-02-23,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Pune.",travel_advisory,"Chennai, Pune",2024-10-13,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Delhi.",travel_advisory,"Delhi, Delhi",2024-01-09,No specific recommendation for this route.
"User is looking for car rental in Pune, Jaipur.",car_rental,"Pune, Jaipur",2024-10-11,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Delhi.",hotel_booking,"Kolkata, Delhi",2024-08-24,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Pune.",car_rental,"Bangalore, Pune",2024-05-18,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Hyderabad.",flight_booking,"Hyderabad, Hyderabad",2024-09-23,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Pune.",hotel_booking,"Mumbai, Pune",2024-06-17,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Pune.",hotel_booking,"Pune, Pune",2024-11-27,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Hyderabad.",hotel_booking,"Kolkata, Hyderabad",2024-10-13,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Chennai.",flight_booking,"Mumbai, Chennai",2024-09-08,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Chennai.",car_rental,"Hyderabad, Chennai",2024-05-22,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Kolkata.",hotel_booking,"Jaipur, Kolkata",2024-11-12,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Jaipur.",car_rental,"Bangalore, Jaipur",2024-10-17,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Kolkata.",hotel_booking,"Mumbai, Kolkata",2024-11-19,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Pune.",travel_advisory,"Jaipur, Pune",2024-12-28,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Chennai.",car_rental,"Hyderabad, Chennai",2024-11-06,No specific recommendation for this route.
